a1,a2,a3,a4,load,failure
0.235224,3.48707,-3.43405,4.06817,0.0,0.0
7.07268,2.52983,1.15026,-2.71899,0.0,0.0
2.71591,-1.61704,2.65458,-2.44846,0.0,0.0
1.73498,-10.8943,6.30753,-3.76907,0.0,1.0
-4.00893,0.589418,-0.172461,-0.036927,0.0,0.0
2.81289,1.60879,2.57783,4.16621,0.0,1.0
-0.746668,-0.859479,-8.47209,-0.0366784,0.0,0.0
-1.21689,3.03506,0.0392023,-0.177211,0.0,1.0
5.22738,4.33712,4.37393,-0.111131,0.0,1.0
-1.14169,-1.12554,-1.33567,1.52893,0.0,1.0
-13.4599,2.51878,-12.6008,5.33437,0.0,0.0
9.70529,0.374887,-0.0527123,4.74571,0.0,0.0
-1.62501,1.75465,-0.901369,2.91216,0.0,1.0
-2.2865,-0.769702,0.601544,0.895373,0.0,1.0
-2.03793,-1.9671,-3.12107,1.86224,0.0,0.0
-2.84223,-0.878645,-1.04281,-0.116226,0.0,0.0
-13.7969,2.8469,4.99241,-0.607936,0.0,0.0
2.31008,0.755871,0.238808,-3.2109,0.0,1.0
3.74598,3.18653,0.114454,1.44009,0.0,0.0
-2.4943,4.05552,-0.902162,-0.0273667,0.0,0.0
-1.89773,-1.56747,1.55525,-1.74718,0.0,0.0
6.4821,-3.54642,2.58985,-3.01603,0.0,1.0
-6.1128,-4.44633,5.35177,-0.93925,0.0,0.0
-1.26213,-2.26837,0.84826,-0.942193,0.0,0.0
-6.03718,0.687232,2.5598,1.0941,0.0,0.0
-10.1292,-3.89739,-0.942638,-6.26673,0.0,0.0
4.80103,-0.0208359,-1.37295,2.52377,0.0,0.0
-0.47151,-3.54023,-0.237468,0.422948,0.0,0.0
5.93486,-2.80253,-4.26045,-10.9054,0.0,1.0
-13.8279,0.675873,7.43827,-0.566859,0.0,0.0
-8.39627,3.42632,-0.896475,-3.32613,0.0,1.0
0.0472967,-0.8942,0.634823,0.961941,0.0,0.0
-0.509001,-3.37811,1.1201,-2.63504,0.0,1.0
-3.21479,-2.12409,2.89054,5.07971,0.0,0.0
9.12164,1.25181,1.12674,-0.502106,0.0,0.0
-2.15572,0.145355,-2.65961,-6.70157,0.0,0.0
2.28836,-6.84985,6.72944,-2.50236,0.0,1.0
-6.82922,-8.27317,-1.29769,0.808596,0.0,1.0
-0.612154,1.36903,1.25774,-4.73908,0.0,1.0
-12.3179,13.5713,1.80095,3.89602,0.0,0.0
-0.29902,3.0443,-1.17877,0.623959,0.0,1.0
-3.75373,0.360171,-7.9429,6.66338,0.0,1.0
1.22653,-1.62252,2.60111,1.27143,0.0,0.0
3.15513,-3.50796,-0.320917,-3.05767,0.0,1.0
-10.2442,-3.33751,0.267516,-3.8222,0.0,0.0
2.71558,-6.93217,-1.39055,-2.43169,0.0,1.0
2.34474,-1.25202,1.51284,-1.87572,0.0,0.0
-1.7412,0.348145,1.20356,-1.88731,0.0,1.0
0.662042,1.69119,-0.489702,1.43888,0.0,1.0
2.39265,-3.13615,2.32949,0.771896,0.0,1.0
1.03755,4.26541,-6.68231,0.241608,0.0,1.0
-3.75748,-0.487402,-4.94465,0.970443,0.0,0.0
0.798989,3.9179,-1.70342,-5.37127,0.0,1.0
-4.08919,3.06792,-0.213562,1.85689,0.0,1.0
4.30492,0.502173,-3.63361,-5.44988,0.0,1.0
-2.18052,0.450046,1.15669,3.55587,0.0,1.0
1.05276,14.5743,-1.1821,5.19999,0.0,0.0
-5.19707,4.39942,2.47505,0.411899,0.0,0.0
1.95498,-4.88386,-1.49106,0.6083,0.0,1.0
-2.47569,-2.24313,1.6453,0.413647,0.0,1.0
1.07209,-3.38373,-0.653467,-0.347842,0.0,1.0
0.928641,0.0519348,1.7667,-1.26895,0.0,0.0
0.90697,-2.17122,0.479188,-4.13029,0.0,1.0
5.07943,0.504503,6.72952,2.1383,0.0,0.0
-1.4004,1.70126,0.767711,-3.21375,0.0,0.0
-1.53438,-1.77034,0.64816,2.57234,0.0,1.0
-1.0397,-4.4174,-3.23067,-0.422807,0.0,0.0
-4.42546,-0.341,-0.48562,0.579844,0.0,0.0
-4.48875,0.942423,-4.95853,-2.12105,0.0,0.0
11.5533,5.99572,3.62667,7.21267,0.0,0.0
-4.32844,5.38833,-1.47333,4.62628,0.0,0.0
-1.19369,-1.80554,-0.397316,1.03444,0.0,1.0
0.710078,-2.59248,0.365363,-2.25567,0.0,1.0
2.20537,-0.496726,1.24911,-0.891563,0.0,1.0
1.6869,-0.122217,0.620023,0.928061,0.0,1.0
-11.6879,-3.03222,4.66839,-11.4971,0.0,0.0
1.71919,-5.84778,8.0666,3.44974,0.0,0.0
-2.9456,2.12248,-4.5514,2.14818,0.0,0.0
1.07629,-0.716731,-0.393968,9.83475,0.0,1.0
1.16903,-2.23035,8.74209,-3.49079,0.0,1.0
-1.21178,-5.83938,-1.33009,-2.82937,0.0,1.0
1.73069,-0.669557,0.143202,-0.30257,0.0,1.0
0.125752,0.399184,-6.98302,1.41917,0.0,1.0
3.26879,-0.174969,-2.97818,-1.03879,0.0,1.0
-2.15995,-0.539764,-6.46181,1.60717,0.0,0.0
-2.47849,-1.65753,-1.44809,2.1499,0.0,1.0
4.5344,0.513124,-0.150559,0.360064,0.0,1.0
0.119692,1.19869,-0.576612,2.15791,0.0,1.0
-1.75911,1.11823,-2.14827,-1.95879,0.0,1.0
-0.601873,-18.1082,8.5153,-2.25789,0.0,0.0
-10.9049,1.70437,-6.97793,4.4733,0.0,0.0
1.58269,-1.5034,0.475583,-0.0469712,0.0,1.0
6.53198,-1.41178,-2.89213,0.925508,0.0,0.0
8.9142,4.37541,-2.44769,0.182002,0.0,0.0
-2.32424,4.70985,-2.51439,4.82063,0.0,0.0
0.181659,-0.154867,0.587845,0.804844,0.0,1.0
-2.41371,2.7947,-1.30814,0.80179,0.0,1.0
-3.0675,1.24463,0.916701,-0.0457956,0.0,0.0
2.19576,0.143023,4.0878,-2.08723,0.0,0.0
-2.55763,-2.84256,2.23868,-0.505807,0.0,1.0
-1.63908,0.274463,0.495088,2.37121,0.0,1.0
8.92671,2.41871,-4.4134,2.04921,0.0,0.0
-3.47807,3.28816,-1.30498,-2.39507,0.0,1.0
-8.91993,-6.43403,12.7233,-1.06815,0.0,0.0
11.2934,-3.88894,1.42721,9.40528,0.0,0.0
0.561717,-4.86673,0.506029,-4.13361,0.0,1.0
-3.9125,-5.08921,4.40698,1.7943,0.0,0.0
2.9452,-3.75893,1.73915,-1.17002,0.0,0.0
-0.271268,-5.97345,-4.75002,-1.12795,0.0,1.0
3.7351,1.53232,0.0666315,-0.779905,0.0,0.0
2.04606,0.101812,-1.01064,-1.96798,0.0,1.0
-2.30771,0.45308,-5.2624,-0.916231,0.0,0.0
7.07002,10.0958,0.130409,6.136,0.0,0.0
-0.902444,-0.52857,-0.403397,-3.48362,0.0,0.0
2.05571,-4.1507,-0.49619,2.38843,0.0,1.0
-1.44958,1.4425,-4.87251,-2.61662,0.0,1.0
0.293388,-1.83907,2.92036,-1.25556,0.0,1.0
-6.13872,9.21069,-6.75712,2.57317,0.0,1.0
-2.56348,-3.73274,-5.64965,-0.796747,0.0,1.0
2.44318,2.09541,1.75003,-4.50956,0.0,0.0
0.232427,15.5054,-7.25505,-3.41598,0.0,1.0
-0.836437,1.07299,2.51234,-0.404717,0.0,1.0
-0.0132092,3.76423,-4.13715,2.66192,0.0,0.0
-9.10399,2.97326,-3.61312,2.49929,0.0,0.0
-0.0757114,0.273425,-3.41484,-0.306748,0.0,0.0
5.43074,0.60955,-1.15874,3.22649,0.0,0.0
-2.21182,6.32966,-3.18369,-2.55505,0.0,1.0
1.72379,0.825528,-0.211322,-1.54483,0.0,1.0
-5.70151,-4.03963,-2.7606,3.89753,0.0,1.0
11.6733,2.63973,-3.64373,0.291941,0.0,0.0
0.283948,1.19934,-1.65771,4.47834,0.0,0.0
0.720018,2.3725,-0.254076,3.02412,0.0,0.0
1.59148,-0.488791,-1.56857,2.15759,0.0,0.0
-0.318417,-1.51739,0.0943129,-1.15256,0.0,1.0
-3.62906,3.78579,-2.30203,0.852816,0.0,0.0
3.82182,-13.3615,2.60625,-2.23233,0.0,0.0
-2.85643,8.6434,1.43063,-4.2088,0.0,1.0
0.285597,-0.510957,1.88051,0.829255,0.0,1.0
4.00615,0.317845,-0.753304,-0.591777,0.0,1.0
-6.98742,2.66038,2.11201,-0.862232,0.0,0.0
1.2782,3.34425,-2.47968,-0.67757,0.0,0.0
-0.242662,-2.98827,-0.597783,-0.154717,0.0,1.0
-2.93849,2.26349,-1.87425,7.87888,0.0,1.0
0.371905,-2.71644,-0.551924,0.383281,0.0,0.0
-4.10932,-0.578603,1.51445,1.78072,0.0,1.0
-8.97208,-0.956458,4.22155,2.65824,0.0,1.0
1.57858,5.38853,-3.75181,-0.819941,0.0,0.0
14.9916,6.2944,-3.39397,1.35725,0.0,0.0
0.281862,1.56503,0.571911,2.00527,0.0,1.0
4.85287,-0.286436,3.01715,-1.44249,0.0,0.0
12.7615,-5.75025,6.57395,-2.38001,0.0,0.0
0.507927,-0.134448,0.488038,-0.820507,0.0,1.0
3.15922,-1.5998,0.554032,2.27543,0.0,1.0
2.49451,-4.14355,3.27121,0.933917,0.0,0.0
2.60074,3.4962,1.07733,-0.106653,0.0,1.0
-0.779317,-5.44659,1.0555,-4.83802,0.0,1.0
0.514533,-3.07963,-0.0450782,-0.273038,0.0,1.0
4.92157,-1.36838,-4.37657,5.01451,0.0,1.0
-1.45819,1.47876,-0.989244,-0.572193,0.0,0.0
2.74858,-2.64257,1.84316,0.0663162,0.0,0.0
-0.57581,1.94558,0.928694,0.358209,0.0,1.0
0.100753,-0.200734,0.00894155,-0.230753,0.0,1.0
-1.4652,-0.338709,-1.03191,0.0948747,0.0,1.0
-2.12813,-0.227273,0.373362,3.12118,0.0,0.0
7.57775,0.936933,-1.46271,-2.03624,0.0,1.0
-0.323852,0.152125,0.775362,0.347526,0.0,0.0
-9.2954,-1.68049,3.1632,2.86548,0.0,0.0
2.86971,-7.89735,3.30167,4.33882,0.0,1.0
-1.69255,-4.55816,-1.71984,2.24306,0.0,0.0
2.73527,3.81724,2.02423,-4.49157,0.0,0.0
0.505705,0.222451,-0.00880257,1.45768,0.0,0.0
-1.41839,2.35054,-2.05322,0.846136,0.0,0.0
-0.192814,5.63431,-4.6239,0.0722928,0.0,1.0
-2.48679,-0.24771,-0.149507,1.39339,0.0,1.0
-0.123836,-9.95936,-1.56904,-0.431685,0.0,0.0
9.8045,-8.60662,9.1314,5.86112,0.0,0.0
-7.61729,4.60645,-5.31499,4.43326,0.0,0.0
-5.23799,0.275994,-3.53854,5.97544,0.0,1.0
-2.13624,-0.149392,-1.27615,-3.48252,0.0,1.0
-7.44657,-1.78597,1.89465,-1.57991,0.0,0.0
1.82787,0.201627,1.5278,-1.45884,0.0,0.0
0.487429,0.60279,-4.88088,-1.28763,0.0,1.0
-8.8984,-3.05526,-3.36636,-0.782955,0.0,0.0
-1.31522,3.17098,-2.5154,0.542033,0.0,0.0
-6.55159,6.44544,0.47577,-1.52584,0.0,1.0
-13.7958,-5.4641,-2.25563,-3.32979,0.0,0.0
-2.33402,3.751,-0.143597,1.45721,0.0,1.0
6.99253,-3.43355,4.49092,0.0555219,0.0,0.0
8.11749,1.00105,1.80383,-4.638,0.0,1.0
-4.09774,1.62381,2.08083,3.35819,0.0,0.0
-2.72943,1.4072,-1.48701,1.60608,0.0,0.0
-2.15524,0.913671,-0.133169,3.64762,0.0,1.0
6.00368,3.50851,3.41867,-4.62857,0.0,0.0
-1.83298,0.586383,0.252092,-2.61605,0.0,0.0
-2.44162,1.11404,-0.6074,-0.625294,0.0,1.0
0.85431,-2.50571,-1.40416,-0.358328,0.0,0.0
0.895553,3.46613,-6.39225,4.65759,0.0,1.0
-0.604142,4.30345,-2.78397,5.23135,0.0,0.0
-2.31759,1.64505,-0.31203,2.36446,0.0,1.0
0.771246,0.901028,-0.39509,0.563583,0.0,1.0
-1.80817,-6.33033,4.35043,3.77851,0.0,1.0
-2.07778,-0.68792,0.740361,-0.617422,0.0,1.0
0.892543,6.49913,1.63674,-4.66129,0.0,0.0
0.535166,-1.76727,-2.42473,-0.398297,0.0,0.0
-8.50571,5.84399,-5.33171,-2.34723,0.0,0.0
-1.86229,-6.3237,1.95499,3.04012,0.0,0.0
-3.35957,1.90974,-2.55979,-3.26265,0.0,0.0
0.810181,-3.51837,-1.32217,2.20467,0.0,1.0
1.34963,2.90219,0.866231,2.75171,0.0,0.0
-1.70435,0.667639,0.00331456,0.13673,0.0,0.0
3.44894,0.51961,3.52236,-3.39934,0.0,1.0
1.06521,-0.181628,-0.728058,-2.79809,0.0,1.0
-4.92874,-4.04843,4.06254,-0.115124,0.0,1.0
0.288652,1.88997,2.1216,-1.76107,0.0,1.0
-9.77965,0.914193,12.3643,-6.85573,0.0,0.0
0.0768278,3.96578,-1.6749,-2.38769,0.0,0.0
-1.85254,-6.45832,4.28095,-7.84041,0.0,0.0
9.39602,10.0383,2.05763,-3.17555,0.0,0.0
0.53361,-3.91917,3.0483,-4.75796,0.0,1.0
2.53659,-4.4218,3.26234,4.13076,0.0,1.0
1.20298,1.05373,-2.25728,-0.239847,0.0,0.0
-0.00666255,2.13147,0.371821,-5.346,0.0,1.0
-0.549116,-0.685405,0.551892,-3.10525,0.0,1.0
1.43769,1.75656,-0.509016,2.70515,0.0,0.0
-5.7817,-8.94213,-4.3777,-1.00224,0.0,0.0
3.14572,-0.136744,-0.426853,-0.255716,0.0,0.0
-1.62212,1.19897,0.747598,-1.01774,0.0,0.0
-5.98897,7.51381,-2.99327,-1.96606,0.0,1.0
1.38166,-0.208923,-0.30727,0.173262,0.0,1.0
0.245578,-2.91547,2.06208,1.5478,0.0,1.0
6.24598,-14.2613,-5.28092,0.726437,0.0,0.0
0.71651,11.3554,-8.82245,-2.53834,0.0,1.0
2.13522,-2.05896,-1.13604,-1.79122,0.0,1.0
-2.70906,1.64388,-0.175315,-2.8244,0.0,1.0
3.44053,8.29298,5.13943,-1.3211,0.0,0.0
5.5698,17.5231,6.76535,-4.19724,0.0,0.0
-1.78667,1.07555,-3.1411,0.832011,0.0,0.0
0.499852,0.203545,-0.590313,-0.145484,0.0,1.0
2.83344,1.63723,-0.119735,-0.0556433,0.0,0.0
-20.2703,-25.7544,6.96783,-2.02241,0.0,0.0
-4.66333,1.8845,1.24679,-1.54759,0.0,0.0
-2.22464,-3.94786,-2.04484,7.97086,0.0,0.0
2.90513,1.33044,2.41084,-1.45578,0.0,0.0
-0.220018,0.0674412,0.257541,-1.70259,0.0,1.0
2.20148,3.25344,-2.62583,0.264385,0.0,0.0
3.62232,8.7039,-3.21238,-0.558115,0.0,0.0
-3.81007,10.229,-2.86386,-7.42025,0.0,1.0
-4.03372,1.44266,2.56529,-1.15846,0.0,1.0
5.18806,-1.07435,1.87582,-2.53603,0.0,1.0
0.11369,-1.76333,-1.09966,-0.233533,0.0,0.0
-2.37253,0.283201,-1.46963,1.13664,0.0,1.0
5.45803,-0.13083,3.59266,0.747571,0.0,0.0
2.95365,2.00624,-1.08592,0.822553,0.0,0.0
-12.7547,4.26661,8.25937,-7.99466,0.0,0.0
0.527895,0.308988,-0.913873,1.77294,0.0,1.0
4.82319,-3.20604,1.02427,-1.03922,0.0,0.0
-5.33137,3.62987,-7.4546,3.97614,0.0,0.0
1.57672,-1.98162,0.412651,0.79624,0.0,0.0
-4.2562,0.591227,-0.057238,3.50077,0.0,1.0
3.48689,-1.19592,6.94782,-5.79303,0.0,1.0
8.55,5.0323,-2.51119,6.74742,0.0,0.0
3.96644,3.19219,-1.04144,-3.21392,0.0,0.0
0.0294637,0.0582874,-1.84812,4.8145,0.0,0.0
4.47097,-4.27033,0.626757,1.84968,0.0,0.0
0.646839,-1.21248,-0.23244,-2.05203,0.0,0.0
4.21264,-3.31252,-4.14282,-0.690665,0.0,1.0
-1.57329,6.12298,-0.151288,3.26155,0.0,0.0
-0.671238,0.943372,1.83657,0.362203,0.0,0.0
-1.0015,-2.9478,-4.18187,5.17875,0.0,0.0
-17.7232,9.66077,-3.45509,-1.18297,0.0,0.0
6.73708,4.33198,0.328873,7.3383,0.0,1.0
3.4352,4.144,-8.53148,0.00713606,0.0,1.0
2.31548,-3.95034,1.80405,0.823756,0.0,1.0
1.72995,-0.383371,-0.51602,-0.688629,0.0,1.0
0.145439,0.290283,0.624956,0.271927,0.0,0.0
0.925404,2.94641,1.25295,-2.13864,0.0,0.0
-1.29686,-1.35693,-2.03661,-1.23773,0.0,0.0
-2.0535,1.89708,-0.680211,-0.238883,0.0,1.0
-1.2791,2.16609,0.857909,-7.2739,0.0,1.0
1.35004,-0.0790275,1.41234,-0.525148,0.0,0.0
1.44545,4.33835,6.38813,0.677843,0.0,1.0
-1.88673,-0.642796,5.56038,-5.0299,0.0,0.0
1.15446,-0.85678,-2.44084,-5.151,0.0,1.0
3.46894,-3.3008,1.68275,2.18803,0.0,1.0
10.2419,3.56892,1.52824,-5.09751,0.0,0.0
-1.78549,2.44512,0.128662,-2.0159,0.0,1.0
-0.0869644,-0.409179,-1.22322,-5.19022,0.0,1.0
3.14423,-2.00135,-2.06807,-0.307198,0.0,1.0
1.99382,3.21172,-0.532892,-0.871877,0.0,1.0
-2.54253,-0.480708,0.25383,-0.294341,0.0,0.0
-1.15466,-1.2964,2.68435,0.899238,0.0,1.0
-1.42133,4.10053,3.4766,1.92267,0.0,1.0
2.56315,4.24014,-0.735171,-3.31487,0.0,1.0
1.82914,-5.5807,0.139928,-5.14189,0.0,0.0
3.82911,-0.574116,3.6229,5.43564,0.0,1.0
-1.0092,-1.51508,3.33029,4.3093,0.0,0.0
-0.0720333,2.71381,-0.523564,2.09891,0.0,0.0
-3.79465,3.97105,1.57115,2.24477,0.0,1.0
-2.96933,1.18995,-0.666596,2.43273,0.0,0.0
1.33372,-1.03096,-0.133021,2.27769,0.0,0.0
-1.63606,4.2443,1.64176,-1.16991,0.0,0.0
0.633297,1.39452,-2.05592,-0.880186,0.0,1.0
0.126936,3.33207,-1.59855,-0.85772,0.0,1.0
2.3988,1.48886,0.149393,3.14241,0.0,1.0
-6.30414,0.0356644,-2.00272,1.27302,0.0,0.0
-0.494791,0.25367,1.06495,-1.82092,0.0,0.0
1.01164,-1.64077,3.16556,-0.780015,0.0,1.0
3.81972,3.00444,-1.34256,-3.73982,0.0,0.0
-0.162763,-6.39246,3.60205,3.09809,0.0,1.0
0.346323,-1.57138,-1.82989,-1.94484,0.0,0.0
5.21987,-2.32227,2.75052,-4.99728,0.0,1.0
2.60919,6.10676,-2.21158,0.0424368,0.0,0.0
-1.55158,-7.51231,-6.51431,5.99304,0.0,1.0
-2.20548,-0.32901,-1.05505,-0.957426,0.0,1.0
-4.64905,3.17458,-1.18826,-0.152257,0.0,0.0
0.980177,0.119324,1.07289,-1.7183,0.0,1.0
1.12768,-2.8899,-1.65798,0.0888665,0.0,1.0
-0.541587,3.22621,-3.01826,0.800561,0.0,1.0
0.233922,-6.63419,2.38643,-0.17832,0.0,0.0
-2.40909,1.04462,-1.54085,0.319251,0.0,0.0
-3.09713,-2.46951,3.59612,-3.38689,0.0,0.0
-1.45824,-3.97248,-3.2804,1.61211,0.0,0.0
-0.192339,-0.230155,-1.70119,-0.274134,0.0,1.0
4.69191,1.53241,0.243268,1.27273,0.0,0.0
-6.38668,0.177622,-2.25913,-0.315205,0.0,0.0
7.80291,-4.84367,0.666591,1.19734,0.0,1.0
-4.36592,2.95067,-0.898456,0.0856976,0.0,1.0
-2.86457,-1.07476,-0.512357,1.83963,0.0,0.0
-5.84046,-2.33712,4.99567,-6.01933,0.0,1.0
-0.594202,-0.763536,0.0861061,1.34524,0.0,1.0
-2.34368,-1.24501,0.101667,0.1349,0.0,1.0
5.01606,-1.59681,-4.25746,1.48685,0.0,1.0
2.83043,-0.227956,-6.90689,2.64447,0.0,1.0
-0.560656,5.84101,1.9024,-3.00518,0.0,0.0
4.17515,4.88498,-3.46935,1.0646,0.0,1.0
0.537559,-1.04399,0.114771,-0.681073,0.0,1.0
1.5608,0.624622,0.549482,0.479494,0.0,0.0
-1.89982,2.70861,-1.34882,3.13346,0.0,0.0
0.950637,0.900644,0.316238,-1.21289,0.0,1.0
-2.12251,0.163473,1.57946,2.20624,0.0,1.0
1.15773,-2.94627,2.52428,5.37873,0.0,1.0
-0.752155,1.65529,-1.20823,2.59571,0.0,0.0
11.3168,-3.7356,-2.80554,12.3041,0.0,0.0
2.08597,0.0303853,-1.11326,0.329494,0.0,0.0
-2.24223,2.32731,3.15463,-4.59652,0.0,1.0
0.842305,0.254732,0.816298,-1.4923,0.0,0.0
-1.66062,2.53531,-2.7753,-2.49356,0.0,0.0
-5.22121,2.20306,-3.43154,1.47833,0.0,1.0
-0.717534,3.51163,-1.36763,3.60932,0.0,0.0
-0.408562,1.01628,0.69576,2.04941,0.0,1.0
2.08325,-0.504202,-0.0334597,1.58168,0.0,0.0
0.300015,-4.62086,-1.63531,-4.99677,0.0,1.0
7.84498,-1.0206,-1.9914,-3.44604,0.0,0.0
1.30641,0.849933,2.90032,-3.23603,0.0,1.0
0.401426,-0.156712,-1.64491,-3.51884,0.0,1.0
-0.190984,-3.56789,0.316443,2.18471,0.0,1.0
0.0651115,-0.237933,-0.269012,0.134284,0.0,0.0
-0.924231,-0.220892,3.69119,9.45921,0.0,1.0
4.0055,3.55271,2.77279,1.7687,0.0,0.0
0.325012,-5.05041,-1.75917,3.05828,0.0,1.0
0.573629,-1.55877,2.35039,-3.07194,0.0,0.0
9.1969,-4.13902,-0.56298,2.13776,0.0,1.0
22.697,-10.5861,-3.29611,-1.32079,0.0,0.0
-1.66069,3.00701,2.23484,6.96066,0.0,1.0
-13.6086,-12.5309,1.02192,-6.75951,0.0,0.0
1.40144,3.32766,-2.24309,-1.3882,0.0,0.0
-4.48057,1.78857,-0.584835,0.429396,0.0,0.0
-5.86163,-5.67763,0.726868,-1.16581,0.0,0.0
-3.89473,-5.19193,1.63219,2.69255,0.0,1.0
1.58245,-0.160514,1.0639,-2.93687,0.0,0.0
-1.78911,-0.983341,0.223565,-4.90266,0.0,0.0
-1.46862,-12.1768,8.51345,4.21428,0.0,0.0
-3.00895,-2.03475,-1.35515,-0.558933,0.0,1.0
-0.45098,-0.543626,-6.06311,5.23988,0.0,0.0
1.98513,0.7549,2.84754,-0.129226,0.0,0.0
1.30997,5.17384,0.971599,0.592722,0.0,0.0
0.417454,0.242531,-2.44255,-4.71399,0.0,0.0
9.11504,0.242586,-2.33395,1.5323,0.0,0.0
-1.18458,-2.22136,-0.00714584,-3.33588,0.0,0.0
-3.26025,3.48882,-0.972874,1.76805,0.0,1.0
-2.21793,-0.836159,-0.315143,-1.25677,0.0,1.0
0.358941,2.60473,0.573747,-2.56502,0.0,0.0
1.44705,1.08735,-0.265659,1.91893,0.0,0.0
-8.18506,9.87052,7.42605,-10.5151,0.0,0.0
-4.33145,3.31491,0.435056,4.30124,0.0,1.0
-3.2496,1.30238,-0.449259,2.55339,0.0,1.0
2.21387,-0.321042,2.42516,-0.920135,0.0,0.0
-2.00244,1.45254,-8.51025,2.96284,0.0,1.0
-4.00683,4.9839,1.58535,-2.89552,0.0,0.0
0.1264,0.947576,-2.84435,8.77889,0.0,0.0
-10.2049,-1.92617,9.24712,0.0609132,0.0,0.0
-0.838859,-1.71083,0.97841,2.55577,0.0,1.0
-0.102658,3.10273,-2.14598,-2.54044,0.0,0.0
-1.10872,0.124708,1.4377,-1.83053,0.0,1.0
-2.29487,2.52985,-0.0437778,-0.92115,0.0,1.0
2.41915,-0.214068,-0.119487,-1.74813,0.0,0.0
0.92947,3.56412,-0.372951,6.84965,0.0,0.0
-4.206,3.04436,-2.76384,-0.424524,0.0,1.0
1.0645,-0.256669,-0.125215,0.468033,0.0,1.0
-5.47422,-5.46605,-4.52121,-6.61287,0.0,1.0
-0.254614,1.05997,-0.590806,-0.848883,0.0,0.0
0.272814,-1.12033,-1.10162,-1.06187,0.0,1.0
-3.72736,-0.772442,-0.781045,-5.00096,0.0,1.0
5.31624,-1.38403,0.186475,-3.66155,0.0,1.0
7.99017,-6.28327,-0.31752,-0.918693,0.0,0.0
-2.85226,8.99244,-3.80298,-1.0881,0.0,1.0
1.12148,0.402091,-1.8962,1.16985,0.0,0.0
1.43736,-0.01652,-1.0218,-0.12882,0.0,0.0
-1.20034,4.17523,-0.703573,5.8955,0.0,1.0
-2.44283,2.8111,-0.920996,3.00949,0.0,0.0
-5.30587,-3.68383,1.83287,-5.69706,0.0,0.0
-0.0844198,-4.77092,-0.571407,1.89763,0.0,1.0
-9.48931,-3.50294,-5.7442,0.255181,0.0,0.0
-1.24196,0.830187,1.03169,0.12065,0.0,1.0
-2.99529,-0.99908,2.51833,-0.117746,0.0,0.0
-3.99391,-4.57821,0.889875,2.32916,0.0,0.0
9.05758,-3.2937,5.34973,0.121756,0.0,0.0
2.73735,6.02001,-5.15137,-4.58695,0.0,1.0
-0.0514293,-1.45506,0.347826,-1.2827,0.0,1.0
3.39199,0.606027,0.431222,1.20798,0.0,0.0
3.73884,4.33455,-0.445794,2.47197,0.0,1.0
-7.33575,3.21107,1.59794,-0.198436,0.0,0.0
6.77259,2.435,-3.86399,1.51526,0.0,1.0
-5.10133,6.88844,-2.16874,2.58406,0.0,1.0
-0.900112,1.52426,2.32606,2.02915,0.0,1.0
2.35537,2.09491,-1.33202,-0.0779878,0.0,1.0
-2.48759,3.72447,-5.31631,-1.72575,0.0,1.0
2.20734,3.93811,-3.50609,-0.290136,0.0,1.0
0.344294,-0.980433,-6.27549,-3.86801,0.0,1.0
2.30929,-3.15161,3.00193,3.84677,0.0,0.0
-5.86174,6.60899,-2.44535,-4.19715,0.0,1.0
5.92375,1.45883,-3.60202,-3.38949,0.0,0.0
-0.368592,-2.52549,0.297653,1.03905,0.0,0.0
-0.305076,-4.08164,-1.8503,1.65453,0.0,1.0
11.4838,-4.95827,1.51736,-6.13305,0.0,0.0
2.53021,0.30749,-2.14285,4.25926,0.0,1.0
-2.76935,11.1357,0.253592,1.58851,0.0,0.0
13.6563,5.20784,-1.55893,1.49649,0.0,0.0
-0.703045,1.53628,2.65531,-0.612056,0.0,0.0
10.06,-8.99774,-0.0995831,2.58521,0.0,0.0
-1.67168,-4.35032,3.05707,2.48448,0.0,1.0
10.7144,-1.12223,3.9289,-0.163272,0.0,1.0
-1.31946,-1.03363,-0.937377,-2.74301,0.0,0.0
-1.00217,2.4874,-1.07062,-3.76151,0.0,1.0
-2.98987,5.26481,0.0187181,3.10051,0.0,1.0
0.108257,0.271579,0.869767,-1.01309,0.0,0.0
-0.273267,0.16413,0.716053,-4.42257,0.0,1.0
-2.47203,-0.875363,2.16603,-0.693685,0.0,0.0
2.37636,-9.96927,-4.50523,0.484171,0.0,1.0
1.28638,3.88181,1.67213,-3.83898,0.0,1.0
-2.39391,3.07927,-1.19536,-0.685757,0.0,0.0
4.68532,-8.43273,2.93725,-2.21237,0.0,1.0
2.56081,-2.08249,0.361972,0.137942,0.0,1.0
7.7887,-8.85311,-4.17405,-6.73935,0.0,1.0
1.21284,1.20171,0.465137,4.50209,0.0,1.0
-2.55508,3.2855,0.166921,-0.715025,0.0,1.0
-6.10722,-5.29289,6.70847,-4.80564,0.0,0.0
4.31735,-3.31818,0.323664,-8.09231,0.0,1.0
-0.986783,-3.4238,-2.45316,1.44979,0.0,0.0
5.88241,-3.05399,-5.83524,6.57166,0.0,0.0
5.03611,0.877346,3.65776,0.11974,0.0,0.0
-0.0307769,-3.99755,1.21244,2.37625,0.0,1.0
-0.0431948,-0.953088,-0.689345,-1.71016,0.0,0.0
0.531455,3.90465,3.92491,-3.34186,0.0,1.0
